pid,cmb_bench,cmb_bmi,cmb_body_fat,cmb_hand_len,cmb_hand_width,cmb_lane_agility,cmb_max_vert,cmb_mod_lane_agility,cmb_offdrib_att,cmb_offdrib_pct,cmb_onmove_att,cmb_onmove_pct,cmb_reach_minus_height,cmb_spot15_att,cmb_spot15_pct,cmb_spotcol_att,cmb_spotcol_pct,cmb_spotnba_att,cmb_spotnba_pct,cmb_sprint,cmb_stand_vert,cmb_wing_minus_height
Pa067c50f94,,25.65,7.8,8.5,9.5,11.38,37.0,3.23,,,,,27.0,,,,,,,3.26,30.0,6.0
Pc5f6ac0bb7,,23.07,2.7,8.5,10.5,11.16,36.5,2.9,30,0.633,,,28.25,,,25,0.44,,,3.26,29.0,5.25
P14882ceff6,,24.64,5.9,9.25,11.0,,,,,,,,28.75,,,,,,,,,7.25
P19ae0a39ff,,20.65,3.8,8.0,9.25,10.87,35.5,3.02,30,0.833,25,0.6,26.5,,,25,0.56,,,3.18,28.0,5.0
Paf2b091294,,26.15,6.2,8.75,10.0,11.49,32.5,3.1,30,0.667,25,0.56,29.75,,,25,0.6,,,3.22,28.0,4.5
P441a89e79f,,25.48,8.6,8.25,9.0,10.95,33.0,3.01,30,0.767,25,0.64,24.5,,,25,0.72,,,3.21,26.5,2.5
Pe54f989cc8,,29.26,14.3,9.5,10.0,11.41,30.5,3.24,30,0.733,25,0.6,29.5,,,25,0.68,,,3.4,26.0,9.25
P1191691c20,,23.56,7.4,8.75,9.75,,,,,,,,27.0,,,,,,,,,2.75
P123f055136,,27.78,13.5,8.25,9.0,11.33,31.0,3.32,,,,,25.75,,,,,,,3.27,24.5,4.0
Pa5128e8532,,25.35,14.7,8.5,8.5,,,,,,,,28.75,,,,,,,,,4.0
P9345155d6a,,22.69,5.7,9.0,10.75,11.3,33.5,3.19,30,0.5,25,0.64,30.25,,,25,0.36,,,3.27,28.0,6.5
P97df826a61,,25.76,9.0,8.5,10.25,10.58,34.0,2.89,30,0.7,25,0.68,25.25,,,25,0.56,,,3.37,27.5,2.75
P3ebbedffb1,,27.03,7.3,9.0,10.5,11.49,35.0,3.02,30,0.567,25,0.36,27.25,,,25,0.76,,,3.23,32.5,8.25
Pe22f69b7a0,,28.44,12.2,8.25,9.25,11.11,38.0,3.23,,,,,26.0,,,,,,,3.26,35.5,6.25
Pce7c8a9da0,,24.58,5.7,8.5,9.75,,,,,,,,27.5,,,,,,,,,4.5
Pd5316f2e65,,21.35,5.4,8.75,9.5,11.12,34.0,3.16,30,0.6,25,0.52,26.25,,,25,0.44,,,3.27,29.5,3.5
P2db6f2cc8f,,22.66,,9.5,10.5,11.0,37.5,,30,0.467,25,0.6,25.25,,,25,0.32,,,3.33,32.0,4.75
Pec93c68939,,26.24,5.1,8.75,9.5,11.54,36.0,3.04,30,0.767,25,0.44,28.5,,,25,0.6,,,3.33,29.5,7.5
P96bc00aaed,,23.36,4.8,8.5,9.5,11.23,38.0,3.1,30,0.667,25,0.4,26.75,,,25,0.48,,,3.19,31.0,5.75
Pa6b76d042d,,26.26,7.5,8.75,10.25,10.94,38.5,3.21,,,,,24.75,,,,,,,3.3,32.5,8.25
P76ebdc8d77,,24.45,4.4,8.0,9.5,10.46,35.0,3.02,,,,,24.0,,,,,,,3.26,26.5,2.75
P8d79cd923c,,24.41,5.3,7.75,9.0,11.07,37.5,3.1,30,0.633,25,0.56,23.5,,,25,0.32,,,3.21,30.5,5.75
P50d6953351,,25.71,9.5,8.75,10.0,11.4,27.5,3.23,30,0.6,25,0.52,29.25,,,25,0.6,,,3.55,23.0,6.25
P63014948f5,,31.33,11.6,8.75,10.0,10.75,35.5,3.1,30,0.6,25,0.52,28.5,,,25,0.52,,,3.22,27.0,7.0
Pafb050f1ad,,23.01,5.0,8.0,8.5,11.26,36.5,3.28,30,0.567,25,0.48,26.5,,,25,0.6,,,3.07,30.5,7.75
P22caf129cd,,21.77,4.0,8.5,9.5,11.03,38.0,3.04,30,0.567,25,0.6,26.75,,,25,0.44,,,3.12,30.5,4.0
P7d4b1d6e8f,,23.94,4.8,9.0,9.25,,,,,,,,27.25,,,,,,,,,7.25
P9aef7770b8,,20.67,,8.5,8.0,10.86,37.0,,30,0.733,25,0.4,23.5,,,25,0.6,,,3.21,30.0,4.25
P5698276a02,,24.13,,8.25,8.25,10.94,34.5,3.46,30,0.633,25,0.76,27.0,,,25,0.76,,,3.31,27.5,3.25
P416088a2b5,,22.56,5.4,8.5,9.0,,,,,,,,28.0,,,,,,,,,6.75
Pdd8eeaed18,,24.24,12.1,8.75,9.75,11.53,32.5,3.12,30,0.467,25,0.44,26.25,,,25,0.6,,,3.24,29.5,4.0
Pa408da26a2,,25.04,12.0,8.5,9.25,,,,,,,,25.25,,,,,,,,,5.75
Pc69570e4d2,,23.06,5.2,8.5,9.5,11.03,33.5,3.24,,,,,28.75,,,,,,,3.28,28.0,5.75
P5cba6e4b4b,,23.4,5.6,8.25,9.0,11.55,36.0,3.25,,,,,28.0,,,,,,,3.21,30.0,6.25
P3a5b76349f,,24.15,5.4,9.0,9.75,,,,,,,,33.0,,,,,,,,,6.5
Pa89859be17,,25.13,8.9,8.5,9.5,11.13,39.0,3.17,30,0.7,25,0.52,29.0,,,25,0.52,,,3.11,33.5,9.75
Pa2e8c74c1f,,25.51,8.0,8.5,10.5,11.64,30.0,3.1,30,0.533,25,0.4,27.75,,,25,0.4,,,3.5,24.5,4.25
Pdeabbe5993,,25.61,7.2,8.5,9.25,10.96,35.5,3.11,30,0.533,25,0.44,26.25,,,25,0.6,,,3.15,30.0,3.25
Pa93866e530,,23.22,,8.75,10.0,11.37,32.0,2.92,30,0.7,25,0.52,26.25,,,25,0.52,,,3.21,26.5,7.25
Pf85863f4bd,,23.69,,8.0,9.25,11.34,35.0,,30,0.8,25,0.44,28.25,,,25,0.6,,,3.19,28.5,3.75
P659b205e3c,,19.56,,8.0,8.25,11.54,32.5,,30,0.767,25,0.76,24.75,,,25,0.68,,,3.49,27.0,0.75
P2c7c71307b,,25.74,,8.5,9.0,10.86,36.5,3.08,30,0.733,25,0.64,26.75,,,25,0.64,,,2.94,30.0,5.25
Pa813594724,,24.42,,8.25,9.5,11.04,39.0,,,,,,24.75,,,,,,,3.35,32.0,1.75
P84e9dcbb3e,,26.55,,9.5,10.0,11.01,40.0,3.01,30,0.633,,,27.75,,,25,0.24,,,3.15,35.0,7.5
P7075ac01b8,,28.77,,8.75,9.75,11.39,32.0,3.23,30,0.5,25,0.44,28.0,,,25,0.56,,,3.33,28.5,6.25
P6b4a74f110,,22.59,,8.0,9.25,11.71,36.0,,,,,,26.25,,,,,,,3.26,29.0,3.5
Pdd1f325a63,,24.83,,9.0,10.0,10.7,33.0,3.19,30,0.7,25,0.52,28.0,,,25,0.6,,,3.41,28.5,5.5
Pbf5a7a4d5b,,26.19,,9.25,10.0,11.24,35.5,,,,,,26.5,,,,,,,3.31,30.5,4.25
Pa6029bb5a6,,24.85,,8.5,9.0,,,,,,,,25.5,,,,,,,,,5.0
P96b57657ed,,24.66,,7.75,8.5,11.2,37.0,3.21,30,0.5,25,0.4,26.0,,,25,0.48,,,3.33,30.5,4.0
Pfdcf13c664,,23.42,,8.25,9.0,11.13,34.0,2.98,30,0.767,25,0.64,22.75,,,25,0.6,,,3.5,29.0,2.5
P1ccfa6c1ee,,27.3,,10.0,10.75,11.19,31.5,3.01,30,0.6,25,0.56,27.25,,,25,0.44,,,3.42,26.0,7.0
P7589e6b4d5,,25.3,,8.0,9.25,10.96,36.0,,30,0.7,25,0.68,24.0,,,25,0.56,,,3.24,31.0,3.5
P0fe65d2eb8,,22.09,,9.0,10.0,,,,,,,,28.25,,,,,,,,,5.0
P0b253c1504,,22.49,,8.25,8.75,,,,,,,,25.25,,,,,,,,,2.5
Pe60cc64195,,23.32,,9.25,10.25,11.27,36.0,,,,,,26.75,,,,,,,3.32,32.5,4.25
P4bbcd3bc18,,25.47,,8.75,9.0,11.2,34.0,3.03,30,0.433,25,0.6,27.25,,,25,0.72,,,3.25,27.5,4.25
Pf07b0c62fd,,26.19,,9.0,9.75,,,,,,,,24.25,,,,,,,,,6.0
P7200ebcdd8,,23.4,,8.5,10.0,11.39,37.0,,30,0.467,25,0.44,25.75,,,25,0.44,,,3.21,31.0,3.25
P737b0588be,,23.22,,8.25,9.5,10.83,39.5,,30,0.6,25,0.6,25.5,,,25,0.44,,,3.14,30.5,4.25
P396ba96b58,,26.24,,9.25,10.75,11.8,36.5,3.23,30,0.6,25,0.48,25.75,,,25,0.4,,,3.2,33.0,4.75
P3dd06c5ebd,,26.16,,8.5,9.5,11.21,39.0,,,,,,21.5,,,,,,,3.33,34.5,3.5
P07bb9cb58f,,29.04,,9.0,9.0,,,,,,,,27.0,,,,,,,,,8.0
P9b886526e3,,23.93,,8.25,8.5,11.14,35.0,3.13,,,,,26.5,,,,,,,3.33,30.5,3.5
P655613d84a,,23.79,,8.75,9.5,11.4,36.5,,,,,,26.25,,,,,,,3.43,32.5,5.75
Paf99c23c4d,,25.33,,8.5,9.0,11.65,37.0,,30,0.7,25,0.48,26.5,,,25,0.4,,,3.27,30.5,5.25
Pc074e62881,,26.09,,8.5,9.0,11.02,35.5,,30,0.833,25,0.64,28.0,,,25,0.64,,,3.15,31.5,6.25
P4d55024373,,27.23,,8.0,8.25,11.01,37.0,3.24,30,0.633,25,0.44,23.25,,,25,0.64,,,3.11,33.0,-0.25
P7c2cc1d590,,23.02,,8.5,9.25,11.43,36.5,3.21,30,0.533,25,0.32,27.0,,,25,0.52,,,3.17,32.0,7.25
Pae3adc3ef4,,22.05,,8.25,9.25,10.32,37.0,3.13,30,0.567,25,0.52,23.0,,,25,0.56,,,3.24,28.5,0.5
P47a1cc70a3,,23.52,,8.5,9.0,11.11,35.0,,,,,,26.25,,,,,,,3.3,29.5,4.0
P89e5a35bc7,,22.29,,8.5,9.0,11.09,43.0,,,,,,23.25,,,,,,,3.32,36.0,4.75
Pc4ba85a58f,,25.39,,8.5,7.5,11.91,33.0,3.41,30,0.5,25,0.56,24.5,,,25,0.64,,,3.35,28.5,5.25
P0db0d3c576,,24.97,,8.25,10.0,11.16,39.0,3.2,30,0.633,25,0.72,20.75,,,25,0.64,,,3.21,31.5,1.75
Pbcdd20a9f9,,24.08,,8.25,10.0,10.59,40.5,3.0,30,0.567,25,0.64,25.25,,,25,0.64,,,3.21,35.0,6.25
P71f8c1b48d,,22.32,,8.5,9.5,11.18,32.5,,,,,,28.0,,,,,,,3.43,27.5,8.0
Pe1411c667e,,28.86,,9.75,10.0,11.5,31.0,,30,0.633,25,0.44,29.25,,,25,0.56,,,3.31,28.5,7.5
P26ad072598,,25.63,,8.75,9.5,10.68,35.0,,30,0.8,25,0.8,26.25,,,25,0.8,,,3.43,27.0,5.75
P086a09588e,,25.51,,8.75,8.5,,,,,,,,22.25,,,,,,,,,3.0
P2a6c79e3dc,,22.92,,8.5,9.5,10.88,35.5,2.98,30,0.733,25,0.56,22.75,,,25,0.6,,,3.17,29.5,2.5
P0e1f032d1f,,25.28,,9.0,9.0,11.26,33.0,,30,0.4,25,0.68,27.5,,,25,0.64,,,3.29,29.0,5.25
P1999b4880f,,24.91,,8.5,8.5,,,,,,,,25.75,,,,,,,,,6.25
P9180c4596b,,25.38,,8.75,9.25,,,,,,,,26.25,,,,,,,,,6.25
Pe275ca2256,,26.22,,9.0,10.0,10.93,30.5,,30,0.667,25,0.48,27.75,,,25,0.36,,,3.34,26.0,5.0
Pe8ffde2213,,28.39,,9.75,10.25,12.26,32.5,,30,0.6,25,0.48,28.75,,,25,0.32,,,3.32,29.5,8.25
Pa12a517258,,25.31,,9.0,10.5,11.17,30.5,,30,0.6,25,0.28,27.25,,,25,0.36,,,3.5,23.5,2.25
Pf9f33f79e7,,22.66,,9.0,10.25,11.71,30.5,3.16,30,0.7,25,0.44,27.75,,,25,0.68,,,3.43,26.0,3.25
P7bf5b1ca03,,28.36,,9.0,10.0,10.89,38.0,,,,,,26.0,,,,,,,3.2,34.5,8.0
Pf0ef0714b6,,24.72,,8.5,9.25,10.82,36.0,,,,,,26.5,,,,,,,3.34,28.0,6.0
Pe356195976,,23.72,,8.75,8.5,10.83,36.0,,30,0.633,25,0.48,29.25,,,25,0.68,,,3.3,33.0,8.0
Pd742da0a27,,25.26,,8.5,10.0,,,,,,,,25.75,,,,,,,,,4.5
P1e59a7a7a1,,27.33,,8.0,8.25,10.82,40.5,3.33,,,,,25.75,,,,,,,3.2,31.5,2.75
P18c14dbf8f,,26.94,,8.25,9.0,11.26,35.0,3.15,30,0.6,25,0.56,22.0,,,25,0.36,,,3.2,31.5,2.5
Pd5f2794063,,22.6,,8.25,9.5,10.93,37.0,,30,0.767,25,0.68,23.0,,,25,0.4,,,3.22,32.5,4.25
P66484e16cb,,24.19,,9.0,10.0,11.14,32.0,3.0,30,0.7,25,0.6,26.25,,,25,0.72,,,3.16,25.0,3.25
Pa5d4a8fef6,,21.24,,8.5,9.25,10.73,38.0,2.9,30,0.567,25,0.52,24.75,,,25,0.48,,,3.09,31.0,1.25
P424c3aa3f2,,23.87,,8.5,9.25,11.28,36.5,2.99,30,0.7,25,0.52,23.25,,,25,0.8,,,3.16,28.5,4.25
P32ff4229d3,,24.61,,8.75,9.0,10.63,42.0,2.9,30,0.667,25,0.68,23.75,,,25,0.6,,,2.87,35.0,6.5
P2a77fa93f7,,24.58,,8.75,8.75,10.93,37.0,2.91,30,0.567,25,0.72,24.5,,,25,0.44,,,3.19,28.5,3.5
Pb1c5565b99,,24.15,,9.25,10.25,11.74,35.5,2.84,30,0.433,25,0.48,26.75,,,25,0.4,,,3.1,29.0,5.75
Pcf591b3097,,22.87,,8.0,8.0,11.07,35.5,2.95,30,0.567,25,0.44,25.0,,,25,0.56,,,3.07,32.5,3.5
P318e86822c,,23.8,,8.25,8.5,10.87,35.5,2.96,30,0.733,25,0.44,25.25,,,25,0.56,,,3.07,31.0,2.75
Pb0cd5d409b,,26.96,,10.0,10.25,12.06,29.0,3.38,30,0.633,25,0.4,29.25,,,25,0.56,,,3.46,25.5,5.0
P429241cb33,,25.91,,8.5,9.0,10.77,34.0,2.9,30,0.433,25,0.36,23.0,,,25,0.6,,,3.04,30.0,2.25
P13f5a8ca49,,23.67,,9.0,9.5,10.81,35.5,2.82,30,0.567,25,0.6,24.25,,,25,0.48,,,3.09,28.5,2.0
Pe79de9d05b,,23.96,,8.5,9.0,11.84,36.0,2.94,,,,,27.75,,,,,,,3.21,29.0,1.25
P816913601a,,27.2,,9.25,10.0,11.55,33.0,3.04,30,0.533,,,29.0,,,25,0.48,,,3.23,27.0,8.0
P0d7bcc4d57,,24.52,,9.0,9.75,10.99,38.5,2.88,30,0.367,25,0.4,24.75,,,25,0.32,,,3.12,32.0,7.25
Pdbf2a4e286,,24.2,,8.75,8.75,12.07,32.5,3.22,30,0.367,25,0.48,24.5,,,25,0.6,,,3.18,28.0,4.0
P0e202d21b8,,23.8,,9.25,10.0,11.24,35.5,3.23,30,0.667,25,0.36,27.5,,,25,0.56,,,3.33,30.5,5.5
P2bc6f2a3aa,,23.59,,8.75,9.5,11.43,32.5,2.93,30,0.567,25,0.56,24.25,,,25,0.44,,,3.19,27.0,-0.25
P8cc9424d6a,,22.98,,8.75,9.5,11.01,42.0,3.0,30,0.667,25,0.56,22.0,,,25,0.56,,,3.13,34.5,1.75
P7572949d92,,23.73,,8.75,10.0,10.99,35.0,3.04,30,0.433,25,0.48,28.75,,,25,0.48,,,3.26,30.5,6.75
P35654567c0,,21.0,,8.0,9.5,11.15,32.0,3.17,30,0.633,25,0.36,25.0,,,25,0.72,,,3.2,25.5,0.5
Pf4a65045a1,,23.52,,9.0,10.25,11.9,32.0,2.91,30,0.567,25,0.64,26.0,,,25,0.52,,,3.32,27.0,3.25
P218d8c92b9,,26.15,,9.0,9.75,11.76,39.5,3.01,30,0.567,25,0.48,23.25,,,25,0.52,,,3.35,32.5,5.25
P8b3507dca4,,25.28,,9.25,10.25,,,,,,,,28.25,,,,,,,,,3.75
P9fc884bebd,,23.5,,9.0,10.0,11.25,39.5,3.12,30,0.367,25,0.44,23.0,,,25,0.28,,,3.09,35.0,1.5
P3bedf956bf,,27.52,,9.0,10.25,11.36,35.0,2.94,30,0.567,25,0.52,25.25,,,25,0.64,,,3.17,29.0,7.0
Pf7cf72315c,,27.38,,8.5,9.5,10.96,40.5,3.02,30,0.5,25,0.76,25.0,,,25,0.64,,,3.09,32.0,5.75
Pa306b38c4f,,25.72,,9.25,10.75,11.38,42.0,3.02,30,0.533,25,0.44,24.75,,,25,0.4,,,3.03,31.5,4.0
P7070c905f3,,20.19,,8.5,8.5,10.76,38.0,2.87,30,0.6,25,0.48,25.75,,,25,0.4,,,3.15,29.0,4.25
P1a8fd8dc98,,28.45,,9.0,9.25,11.08,33.5,2.82,30,0.833,25,0.56,24.0,,,25,0.68,,,3.25,26.5,6.5
Pd3ead775c1,,25.98,,9.25,10.25,11.49,35.0,3.0,30,0.533,25,0.64,28.25,,,25,0.52,,,3.38,29.0,7.25
Pdf5a3388b3,,22.88,,8.75,10.0,11.49,32.5,3.21,30,0.6,25,0.48,25.75,,,25,0.68,,,3.23,26.5,2.25
P7a95b991f4,,25.0,,8.5,9.5,10.56,39.0,2.79,30,0.667,25,0.72,26.25,,,25,0.84,,,3.07,31.0,3.75
Pd1401169e8,,25.76,,8.25,9.5,10.97,34.0,3.08,30,0.667,25,0.64,21.75,,,25,0.68,,,3.27,27.0,1.5
Pb1001f743e,,25.02,,8.75,10.25,11.15,38.0,2.91,30,0.7,25,0.48,24.75,,,25,0.68,,,3.06,30.5,2.25
Pa3f4257d20,,26.09,,8.25,9.5,10.87,33.0,3.07,30,0.633,25,0.48,24.0,,,25,0.76,,,3.23,25.5,1.5
Pd62847824a,,24.24,,8.75,9.5,,,,,,,,25.75,,,,,,,,,3.75
P523c7506e7,,23.55,,9.5,10.0,11.45,38.5,3.12,30,0.433,25,0.48,26.75,,,25,0.52,,,3.12,31.0,3.25
P470eca3f49,,24.46,,8.5,8.5,11.12,33.5,2.95,30,0.8,25,0.64,25.75,,,25,0.48,,,3.11,28.0,3.0
Pafffac98b2,,24.94,,8.75,8.75,11.14,37.5,3.07,30,0.467,25,0.56,30.25,,,25,0.36,,,3.02,31.5,7.75
P82e84aa110,,23.81,,8.5,9.0,10.96,32.5,2.84,30,0.633,25,0.68,24.75,,,25,0.64,,,3.24,25.0,3.5
P0bcbee5c83,,24.35,,9.25,10.0,11.48,27.0,3.03,30,0.7,25,0.56,28.0,,,25,0.64,,,3.4,24.0,2.5
P0edbaa5011,,22.42,,9.0,10.0,11.44,36.0,3.16,30,0.7,25,0.64,24.0,,,25,0.68,,,3.14,29.0,3.75
P23152d31e2,,21.11,,8.5,8.75,11.51,31.0,2.97,,,,,26.5,,,,,,,3.38,25.0,1.0
P58407301c7,,23.44,,8.5,9.75,11.45,32.0,3.05,,,,,29.25,,,,,,,3.37,27.5,4.75
Pf38ea886b7,,22.22,,8.5,9.75,10.99,37.5,2.94,30,0.733,25,0.48,24.25,,,25,0.48,,,3.22,31.0,6.25
Pa0366802b4,,24.34,,8.5,9.0,11.57,28.0,2.84,30,0.567,25,0.48,25.75,,,25,0.64,,,3.43,22.0,1.75
Pfd3b474513,,23.15,,9.25,9.75,10.89,32.0,2.94,30,0.8,25,0.4,24.25,,,25,0.88,,,3.09,27.5,2.0
P8d3b3436aa,,25.76,,8.0,8.75,10.96,37.5,3.25,30,0.867,25,0.64,21.75,,,25,0.76,,,3.28,31.0,3.25
Pbdde11b624,,27.04,,8.25,8.75,10.87,37.5,2.87,30,0.6,25,0.44,23.75,,,25,0.44,,,2.94,30.0,2.75
P473649a3ff,,23.47,,7.75,9.0,10.96,42.0,3.03,30,0.567,25,0.6,19.75,,,25,0.68,,,3.08,32.5,1.5
P367a636ba4,,25.18,,8.25,9.25,10.49,40.5,2.98,30,0.533,25,0.48,21.25,,,25,0.6,,,3.24,32.5,4.25
P68ff50da96,,23.98,,8.5,9.0,10.74,38.0,2.99,30,0.3,25,0.56,24.0,,,25,0.56,,,3.28,32.0,4.0
P4b73f3a250,,25.22,,8.5,9.75,11.07,30.5,3.0,30,0.867,25,0.72,23.5,,,25,0.6,,,3.35,23.0,2.0
P2382218b2e,,22.38,,9.0,10.0,11.63,32.5,3.54,30,0.567,25,0.52,28.75,,,25,0.64,,,3.43,27.5,6.25
Pd018d62aee,,23.61,,8.0,9.0,,,,,,,,24.25,,,,,,,,,-0.25
Pf120e8dc11,,25.54,,8.25,9.5,11.13,36.5,3.06,30,0.667,25,0.72,25.0,,,25,0.72,,,3.12,29.5,2.5
P9f04775c7a,,23.89,,8.75,9.75,11.0,38.5,2.92,30,0.767,25,0.4,26.25,,,25,0.68,,,3.04,30.5,5.75
Pada60a9da7,,23.05,,9.5,10.25,10.97,36.0,2.91,30,0.533,25,0.36,28.75,,,25,0.44,,,3.29,32.5,4.75
P75527a2d8c,,25.45,,9.25,9.75,11.19,37.0,3.21,30,0.533,25,0.72,25.5,,,25,0.64,,,3.14,31.5,6.25
P0f6f43de8d,,23.52,,8.25,9.25,11.28,36.0,3.03,30,0.733,25,0.6,25.0,,,25,0.72,,,3.08,27.5,0.75
Pa245962e52,,20.35,,8.25,9.0,11.17,35.5,2.93,30,0.767,25,0.44,24.5,,,25,0.44,,,3.06,31.0,6.5
P12ee990c18,,22.56,,8.5,9.0,10.97,34.5,2.78,30,0.7,25,0.48,27.5,,,25,0.72,,,3.12,27.5,5.0
Pdde13713ff,,24.55,,9.75,10.0,11.44,32.5,2.97,,,,,29.0,,,,,,,3.45,28.5,6.5
Pf25d15a954,,23.47,,8.5,9.25,11.4,34.0,3.23,30,0.7,25,0.6,23.75,,,25,0.76,,,3.31,27.5,-0.5
Pad9c27fcb6,,26.56,,9.25,10.25,11.52,28.0,3.23,30,0.633,25,0.56,27.25,,,25,0.6,,,3.37,24.5,3.0
Pf4e651b50c,,24.5,,8.5,9.5,11.25,39.5,3.14,30,0.367,25,0.52,27.5,,,25,0.64,,,3.07,30.5,5.25
P8048267828,,25.55,,8.25,9.75,10.52,37.0,2.81,30,0.667,25,0.68,23.5,,,25,0.8,,,3.14,29.5,2.0
P7ba2fa977b,,25.09,,9.25,10.0,10.97,38.5,3.02,30,0.767,25,0.68,28.75,,,25,0.72,,,3.06,32.5,9.0
P1a135db58f,,21.74,,8.25,9.25,11.31,32.0,2.93,30,0.467,25,0.56,25.25,,,25,0.68,,,3.33,26.5,2.0
P4e09db2338,,23.51,,8.5,9.5,11.27,38.5,2.93,30,0.667,25,0.48,25.5,,,25,0.48,,,3.2,30.0,3.5
P32fecc73d2,,21.33,,8.97,10.62,10.7,,,,,,,28.0,,,,,,,3.1,,3.0
P5f9ce00466,,22.75,,8.25,9.25,10.95,36.5,3.09,30,0.633,25,0.6,24.0,,,25,0.56,,,3.05,32.5,2.75
P3d8ccdb639,,24.43,,8.75,9.75,10.64,35.5,2.92,30,0.7,25,0.6,26.75,,,25,0.64,,,3.3,29.0,4.25
P43b2e2aa2f,,25.37,,9.5,9.5,10.95,32.5,2.72,30,0.5,25,0.36,28.75,,,25,0.64,,,3.24,27.0,9.0
Pcb59681372,,25.25,,9.5,11.75,11.76,30.0,2.95,30,0.467,25,0.32,27.0,,,25,0.56,,,3.53,26.5,5.25
P6ddd309f80,,25.57,,10.25,9.0,10.91,,,,,,,23.25,,,,,,,3.27,,4.5
Pf3b62cae3c,,25.61,,9.25,9.25,11.07,36.5,3.05,30,0.633,25,0.6,25.5,,,25,0.64,,,3.16,30.5,6.0
Pf54bd6bbc8,,24.49,,8.5,9.75,10.99,35.0,2.82,30,0.533,25,0.64,22.75,,,25,0.68,,,3.22,28.5,3.0
P155e770e32,,26.14,,8.25,9.25,10.91,39.5,2.93,30,0.7,25,0.68,23.5,,,25,0.6,,,2.97,32.0,2.0
P3ee6bf444e,,22.72,,8.5,8.0,10.49,37.5,3.11,30,0.733,25,0.64,24.25,,,25,0.68,,,3.28,32.0,5.5
P495dd3afc8,,25.13,,8.25,8.5,11.42,31.5,3.11,30,0.667,25,0.64,25.25,,,25,0.76,,,3.27,24.5,2.75
Pa29e5f68db,,25.05,,9.25,11.25,12.05,33.0,3.1,30,0.633,25,0.6,27.0,,,25,0.6,,,3.34,29.0,5.0
P07268bf0e1,,25.97,,8.5,9.75,11.92,36.5,2.92,30,0.733,25,0.64,24.5,,,25,0.8,,,3.35,31.5,1.25
Pc0a66d6cca,,25.21,,8.5,9.75,10.53,39.0,2.96,30,0.667,25,0.68,25.75,,,25,0.8,,,3.12,33.0,5.25
Pad2abbabb5,,25.45,,9.25,10.0,11.68,31.5,3.09,30,0.767,25,0.64,28.0,,,25,0.6,,,3.32,25.5,7.5
P0eb002afb8,,24.42,,9.0,10.0,11.24,38.0,2.98,30,0.733,25,0.52,25.75,,,25,0.56,,,3.13,31.5,4.75
Pb9eccb67f7,,24.74,,9.75,10.25,12.05,30.0,3.44,30,0.5,25,0.48,29.25,,,25,0.48,,,3.5,24.0,6.0
P3651ab0a99,,22.02,,8.25,9.75,11.4,27.5,2.96,,,,,27.5,,,,,,,3.43,24.0,1.0
P41ae7c3c75,,27.12,,8.25,9.25,11.06,38.0,3.05,30,0.5,25,0.6,26.0,,,25,0.76,,,3.11,29.5,6.0
Padf63a93ad,,24.33,,8.75,10.0,11.11,36.5,2.75,30,0.8,25,0.6,20.75,,,25,0.68,,,3.16,30.5,1.75
P5699f03b57,,27.29,,8.5,10.25,11.21,34.5,2.86,30,0.733,25,0.4,27.5,,,25,0.28,,,3.15,29.5,6.25
P6146f5260f,,24.03,,9.0,9.75,10.51,30.0,2.58,30,0.5,25,0.4,27.0,,,25,0.48,,,3.23,27.0,2.0
P694212af03,,24.52,,9.5,8.25,11.5,32.5,2.88,,,,,23.0,,,,,,,3.22,26.5,3.25
Pcb16689c6c,,23.98,,9.25,10.0,10.95,36.5,2.78,30,0.367,25,0.56,26.5,,,25,0.44,,,3.26,29.5,2.25
P070f8d3585,,24.61,,9.5,9.0,11.45,37.0,2.84,,,,,27.75,,,,,,,3.2,33.5,4.0
Pb74dcb5e35,,24.82,,10.0,9.0,11.9,31.0,3.0,,,,,26.75,,,,,,,3.45,23.5,2.5
P8d0ea24592,,25.71,,8.5,9.5,10.92,35.0,2.88,30,0.533,25,0.48,25.25,,,25,0.56,,,3.19,27.5,4.25
Pd4c3f94c64,,24.29,,8.5,8.75,10.9,35.5,3.06,30,0.6,25,0.48,22.75,,,25,0.48,,,3.13,30.5,1.0
Pdec9ef7c46,,27.07,,8.25,9.75,11.7,31.0,3.13,,,,,27.25,,,,,,,3.34,25.0,4.25
P81fe4dcd33,,21.97,,8.5,9.0,11.46,32.5,3.14,30,0.8,25,0.6,24.75,,,25,0.52,,,3.16,28.5,3.5
P9b4a07a3b9,,23.61,,8.75,10.0,10.71,43.0,2.79,30,0.7,25,0.44,25.75,,,25,0.4,,,3.07,37.5,6.75
P49b4c451ec,,22.15,,8.25,9.0,10.75,36.5,3.0,30,0.667,25,0.56,24.25,,,25,0.48,,,3.19,30.5,3.0
P15b8c13058,,26.39,,9.0,9.5,12.45,28.0,3.27,30,0.533,25,0.44,28.25,,,25,0.52,,,3.52,23.5,3.25
P24c85e006b,,23.45,,9.0,10.25,11.31,31.5,3.16,30,0.567,25,0.64,25.75,,,25,0.4,,,3.23,28.0,1.0
P679974836f,,23.86,,8.5,9.5,10.97,38.0,3.08,30,0.867,25,0.56,26.0,,,25,0.72,,,3.22,30.5,5.5
P884e8ee6b6,,20.26,,8.5,9.0,11.73,32.0,3.08,30,0.867,25,0.52,23.75,,,25,0.64,,,3.21,27.5,0.5
